Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,arabiensis_AvailableHabitat,funestus_AvailableHabitat,gambiae_AvailableHabitat,arabiensis_EggCrowdingCorrection,funestus_EggCrowdingCorrection,gambiae_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived
0,26,0,903,0,0,903,903,0,0,61800,30900,0,0,0,0,0,0,97,0,0,55028.4,2985,6114.27,1,1,1,0,0,0
0,25,2,90,0,0,90,93,0,0,7400,3700,26,0,8,0,0,0,10,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,24,20,95,0,0,95,92,0,0,6600,3300,26,0,3,0,0,0,5,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,23,30,175,0,0,175,183,0,0,12600,6300,53,0,7,0,0,0,25,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,22,0,358,0,0,358,370,0,0,25000,12500,0,0,0,0,0,0,42,0,0,27514.2,1492.5,3057.13,1,1,1,0,0,0
0,21,0,375,0,0,375,357,0,0,23400,11700,0,0,0,0,0,0,25,0,0,27514.2,1492.5,3057.13,1,1,1,0,0,0
0,20,20,97,0,0,97,90,0,0,7600,3800,30,0,5,0,0,0,3,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,19,20,89,0,0,89,87,0,0,7000,3500,32,0,2,0,0,0,11,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,18,20,87,0,0,87,90,0,0,5600,2800,23,0,4,0,0,0,13,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,17,10,186,0,0,186,178,0,0,12800,6400,53,0,7,0,0,0,14,0,0,13757.1,746.25,1528.57,1,1,1,0,0,0
0,16,0,330,0,0,330,352,0,0,21800,10900,0,0,0,0,0,0,70,0,0,27514.2,1492.5,3057.13,1,1,1,0,0,0
0,15,10,87,0,0,87,91,0,0,5400,2700,21,0,3,0,0,0,13,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
0,14,0,93,0,0,93,84,0,0,7400,3700,0,0,0,0,0,0,7,0,0,2751.42,149.25,305.713,1,1,1,0,0,0
