Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected
600,340461476,1000,7557,160,1784,5613,10456,10302,248954,335000,167500,2592,46,0,0,1038,0,710,289,0,26414.8,0.0783383,46,46,0,5613,1784,92,68,2108,438,46,2954,476,7168,5026183,0,0
601,340461476,1000,7559,157,1814,5588,10458,10261,248370,330720,165360,2542,53,0,0,1002,0,716,284,0,26998.8,0.07885,53,53,0,5588,1814,89,68,2038,451,53,2998,432,7371,4935632,0,0
602,340461476,1000,7595,146,1806,5643,10477,10167,248673,335600,167800,2556,45,0,0,1033,0,716,281,0,26695.8,0.0816363,45,45,0,5643,1806,80,66,2050,461,45,2981,368,7199,4699140,0,0
603,340461476,1000,7622,149,1866,5607,10415,10154,248859,340080,170040,2593,47,0,0,1004,0,722,255,0,26509.8,0.0795463,47,47,0,5607,1866,79,70,2062,484,47,3099,400,7374,4911712,0,0
604,340461476,1000,7585,155,1882,5548,10413,10205,248786,330560,165280,2517,53,0,0,978,0,771,244,0,26582.8,0.0779515,53,53,0,5548,1882,75,80,2026,438,53,3080,446,7380,4933784,0,0
605,340461476,1000,7529,152,1872,5505,10413,10212,248806,335440,167720,2493,36,0,0,930,0,755,231,0,26562.8,0.0804173,36,36,0,5505,1872,68,84,2003,454,36,3118,437,7461,4748001,0,0
606,340461476,1000,7564,135,1870,5559,10392,10333,248955,345960,172980,2535,57,0,0,1024,0,725,264,0,26413.8,0.0791878,57,57,0,5559,1870,66,69,1967,511,57,3102,411,7516,4275878,0,0
607,340461476,1000,7517,143,1831,5543,10384,10361,248726,328880,164440,2527,42,0,0,985,0,755,277,0,26642.8,0.0763491,42,42,0,5543,1831,66,77,2024,461,42,3046,397,7446,4590609,0,0
608,340461476,1000,7584,147,1826,5611,10361,10256,248806,334280,167140,2503,33,0,0,1040,0,713,260,0,26562.8,0.0810106,33,33,0,5611,1826,68,79,2031,439,33,3063,398,7413,4962007,0,0
609,340461476,1000,7630,148,1842,5640,10376,10278,248693,336200,168100,2626,51,0,0,1026,0,707,273,0,26675.8,0.0794626,51,51,0,5640,1842,66,82,2074,501,51,3074,409,7485,4727365,0,0
610,340461476,1000,7620,148,1796,5676,10389,10197,248513,334320,167160,2572,49,0,0,1015,0,782,243,0,26855.8,0.0793449,49,49,0,5676,1796,66,82,2052,471,49,2981,433,7179,4958411,0,0
611,340461476,1000,7628,149,1814,5665,10402,10245,248905,339200,169600,2564,36,0,0,987,0,720,259,0,26463.8,0.0803295,36,36,0,5665,1814,65,84,2088,440,36,3025,442,7338,5132639,0,0
612,340461476,1000,7628,156,1780,5692,10397,10180,249003,338160,169080,2557,49,0,0,997,0,709,288,0,26365.8,0.0780181,49,49,0,5692,1780,70,86,2025,483,49,3007,447,7342,5238101,0,0
613,340461476,1000,7616,145,1755,5716,10392,10178,248606,344680,172340,2589,45,0,0,997,0,739,270,0,26762.8,0.0779683,45,45,0,5716,1755,67,78,2084,460,45,3022,389,7187,4689862,0,0
614,340461476,1000,7665,152,1758,5755,10408,10253,248883,340080,170040,2558,46,0,0,986,0,680,257,0,26485.8,0.0776452,46,46,0,5755,1758,71,81,2081,431,46,3014,387,7244,4858124,0,0
615,340461476,1000,7703,154,1777,5772,10409,10245,248686,341360,170680,2567,49,0,0,993,0,718,237,0,26682.8,0.0778809,49,49,0,5772,1777,75,79,2046,472,49,3053,432,7305,4976038,0,0
616,340461476,1000,7682,164,1763,5755,10405,10307,248896,349320,174660,2610,40,0,0,946,0,721,246,0,26472.8,0.078166,40,40,0,5755,1763,82,82,2131,439,40,3026,461,7160,5151761,0,0
617,340461476,1000,7678,158,1734,5786,10403,10284,248609,342600,171300,2533,53,0,0,1008,0,753,259,0,26759.8,0.0757837,53,53,0,5786,1734,77,81,2037,443,53,3011,454,7027,5019803,0,0
618,340461476,1000,7679,140,1702,5837,10358,10268,248671,347200,173600,2612,62,0,0,1000,0,725,274,0,26697.8,0.0781078,62,62,0,5837,1702,66,74,2088,462,62,2930,416,6940,4467390,0,0
619,340461476,1000,7617,158,1669,5790,10375,10207,249047,348400,174200,2616,40,0,0,965,0,754,273,0,26321.8,0.0768944,40,40,0,5790,1669,77,81,2144,432,40,2890,518,6931,4978252,0,0
620,340461476,1000,7601,171,1632,5798,10407,10143,248650,337320,168660,2521,47,0,0,981,0,732,265,0,26718.8,0.0755504,47,47,0,5798,1632,78,93,2054,420,47,2853,501,6794,5290377,0,0
621,340461476,1000,7598,171,1589,5838,10440,10140,249053,348200,174100,2596,60,0,0,956,0,688,271,0,26315.8,0.0792089,60,60,0,5838,1589,80,91,2124,412,60,2762,536,6593,5453397,0,0
622,340461476,1000,7622,184,1603,5835,10427,10086,249176,349000,174500,2557,48,0,0,971,0,678,269,0,26192.8,0.0755765,48,48,0,5835,1603,85,99,2095,414,48,2777,615,6527,6282949,0,0
623,340461476,1000,7617,182,1592,5843,10432,10173,248559,344400,172200,2552,55,0,0,964,0,721,248,0,26809.8,0.0750509,55,55,0,5843,1592,91,91,2084,413,55,2753,564,6465,6159913,0,0
624,340461476,1000,7601,165,1571,5865,10398,10293,248569,350640,175320,2569,62,0,0,979,0,725,270,0,26799.8,0.0778448,62,62,0,5865,1571,83,82,2113,394,62,2722,492,6286,5580729,0,0
625,340461476,1000,7610,162,1585,5863,10455,10323,249011,342640,171320,2555,43,0,0,941,0,676,256,0,26357.8,0.076431,43,43,0,5863,1585,81,81,2093,419,43,2748,481,6331,5315286,0,0
626,340461476,1000,7576,152,1557,5867,10424,10321,248259,340040,170020,2495,45,0,0,981,0,758,257,0,27109.8,0.0769255,45,45,0,5867,1557,68,84,2063,387,45,2680,416,6189,4930400,0,0
627,340461476,1000,7562,165,1546,5851,10399,10314,248899,348800,174400,2558,52,0,0,974,0,724,264,0,26469.8,0.0797252,52,52,0,5851,1546,79,86,2120,386,52,2653,484,6192,5748019,0,0
628,340461476,1000,7641,164,1539,5938,10448,10254,248792,342760,171380,2546,47,0,0,1011,0,662,270,0,26576.8,0.075888,47,47,0,5938,1539,84,80,2078,421,47,2545,526,6020,5910527,0,0
629,340461476,1000,7650,150,1546,5954,10407,10202,248878,343120,171560,2600,58,0,0,994,0,707,278,0,26490.8,0.0775375,58,58,0,5954,1546,88,62,2150,392,58,2529,444,6006,5249219,0,0
630,340461476,1000,7643,155,1535,5953,10465,10178,248458,348120,174060,2594,47,0,0,975,0,709,273,0,26910.8,0.0772055,47,47,0,5953,1535,92,63,2159,388,47,2497,443,5957,5371248,0,0
631,340461476,1000,7631,148,1509,5974,10478,10198,248958,341880,170940,2543,37,0,0,970,0,726,256,0,26410.8,0.0773031,37,37,0,5974,1509,82,66,2112,394,37,2457,453,6003,5148368,0,0
632,340461476,1000,7629,147,1483,5999,10466,10082,248568,349320,174660,2546,50,0,0,986,0,722,266,0,26800.8,0.0772515,50,50,0,5999,1483,81,66,2116,380,50,2428,448,5881,5131079,0,0
633,340461476,1000,7641,159,1459,6023,10438,10176,248329,343280,171640,2557,47,0,0,1037,0,773,252,0,27039.8,0.0767226,47,47,0,6023,1459,91,68,2135,375,47,2362,475,5728,5417719,0,0
634,340461476,1000,7567,153,1460,5954,10382,10335,248462,342920,171460,2606,43,0,0,951,0,763,262,0,26906.8,0.0787688,43,43,0,5954,1460,86,67,2182,381,43,2320,428,5710,5058030,0,0
635,340461476,1000,7625,157,1445,6023,10422,10175,248818,337360,168680,2500,60,0,0,1026,0,738,230,0,26550.8,0.0784636,60,60,0,6023,1445,96,61,2095,345,60,2248,467,5637,5142344,0,0
636,340461476,1000,7602,157,1433,6012,10350,10162,248926,344360,172180,2620,46,0,0,966,0,717,272,0,26442.8,0.0787015,46,46,0,6012,1433,102,55,2196,378,46,2213,473,5617,5233340,0,0
637,340461476,1000,7611,150,1407,6054,10342,10214,248551,342320,171160,2540,45,0,0,1023,0,756,258,0,26817.8,0.0767881,45,45,0,6054,1407,93,57,2112,383,45,2159,464,5397,5018630,0,0
638,340461476,1000,7649,154,1395,6100,10353,10243,248761,336240,168120,2544,57,0,0,1014,0,726,250,0,26607.8,0.0783412,57,57,0,6100,1395,93,61,2152,335,57,2093,521,5202,5004685,0,0
639,340461476,1000,7594,146,1367,6081,10358,10286,248708,349080,174540,2608,51,0,0,1002,0,771,286,0,26660.8,0.0791332,51,51,0,6081,1367,88,58,2196,361,51,2076,484,5136,4803710,0,0
640,340461476,1000,7601,151,1344,6106,10389,10400,248653,339600,169800,2529,43,0,0,940,0,685,248,0,26715.8,0.0763743,43,43,0,6106,1344,98,53,2123,363,43,2056,485,5075,5057540,0,0
641,340461476,1000,7596,144,1318,6134,10485,10264,248554,348120,174060,2536,47,0,0,956,0,681,280,0,26814.8,0.0786683,47,47,0,6134,1318,86,58,2158,331,47,2038,448,5040,4647766,0,0
642,340461476,1000,7597,144,1320,6133,10468,10241,249103,352360,176180,2574,47,0,0,1016,0,740,275,0,26265.8,0.0770273,47,47,0,6133,1320,87,57,2182,345,47,2028,474,4932,4628842,0,0
643,340461476,1000,7626,137,1281,6208,10434,10413,248619,349000,174500,2590,45,0,0,1005,0,714,262,0,26749.8,0.0745424,45,45,0,6208,1281,82,55,2196,349,45,1988,435,4760,4258498,0,0
644,340461476,1000,7617,130,1276,6211,10535,10283,248660,339440,169720,2534,41,0,0,1007,0,754,262,0,26708.8,0.0766468,41,41,0,6211,1276,75,55,2185,308,41,1963,389,4689,3998210,0,0
645,340461476,1000,7546,130,1277,6139,10545,10351,248737,338040,169020,2568,41,0,0,945,0,723,293,0,26631.8,0.0786847,41,41,0,6139,1277,85,45,2195,332,41,1971,392,4682,4277634,0,0
646,340461476,1000,7596,121,1260,6215,10524,10311,248832,359480,179740,2604,43,0,0,1034,0,702,282,0,26536.8,0.0787828,43,43,0,6215,1260,79,42,2238,323,43,1914,370,4586,3805554,0,0
647,340461476,1000,7640,123,1281,6236,10598,10201,248414,349720,174860,2572,40,0,0,1027,0,715,268,0,26954.8,0.0738198,40,40,0,6236,1281,78,45,2231,301,40,1944,342,4671,3820687,0,0
648,340461476,1000,7621,115,1295,6211,10557,10181,248601,339240,169620,2558,34,0,0,971,0,748,242,0,26767.8,0.0770752,34,34,0,6211,1295,68,47,2179,345,34,1972,308,4741,3573542,0,0
649,340461476,1000,7603,119,1288,6196,10548,10198,248675,349560,174780,2529,41,0,0,949,0,695,272,0,26693.8,0.0789051,41,41,0,6196,1288,73,46,2180,308,41,1994,300,4786,3607717,0,0
650,340461476,1000,7711,113,1306,6292,10508,10194,248629,350520,175260,2575,33,0,0,1025,0,662,255,0,26739.8,0.0763639,33,33,0,6292,1306,66,47,2198,344,33,2051,298,4865,3353407,0,0
651,340461476,1000,7773,120,1315,6338,10387,10204,248637,357120,178560,2660,39,0,0,1031,0,705,264,0,26731.8,0.0762859,39,39,0,6338,1315,77,43,2273,348,39,2110,282,4868,3781327,0,0
652,340461476,1000,7737,122,1335,6280,10382,10204,248899,356240,178120,2627,38,0,0,990,0,714,312,0,26469.8,0.0748537,38,38,0,6280,1335,77,45,2284,305,38,2159,287,4965,3822286,0,0
653,340461476,1000,7718,129,1345,6244,10350,10134,248797,346440,173220,2553,35,0,0,979,0,730,268,0,26571.8,0.0743031,35,35,0,6244,1345,85,44,2191,327,35,2175,300,4925,3957437,0,0
654,340461476,1000,7632,118,1370,6144,10413,10106,248851,362120,181060,2620,44,0,0,930,0,754,262,0,26517.8,0.0766994,44,44,0,6144,1370,75,43,2239,337,44,2201,253,5034,3278306,0,0
655,340461476,1000,7717,116,1384,6217,10351,10039,248759,350280,175140,2527,43,0,0,1019,0,689,245,0,26609.8,0.0732292,43,43,0,6217,1384,76,40,2150,334,43,2230,270,5038,3241905,0,0
656,340461476,1000,7676,122,1388,6166,10373,10219,248533,354120,177060,2618,35,0,0,1010,0,759,292,0,26835.8,0.0759671,35,35,0,6166,1388,79,43,2229,354,35,2278,305,5076,3197144,0,0
657,340461476,1000,7571,119,1418,6034,10384,10331,248810,350960,175480,2595,33,0,0,942,0,796,251,0,26558.8,0.0757815,33,33,0,6034,1418,75,44,2215,347,33,2292,299,5157,3299400,0,0
658,340461476,1000,7568,112,1411,6045,10365,10484,248773,334240,167120,2495,41,0,0,974,0,731,246,0,26595.8,0.0756746,41,41,0,6045,1411,74,38,2101,353,41,2285,298,5152,3079196,0,0
659,340461476,1000,7522,109,1408,6005,10404,10337,248941,348680,174340,2591,35,0,0,927,0,688,285,0,26427.8,0.0795708,35,35,0,6005,1408,72,37,2190,366,35,2297,334,5094,3115453,0,0
660,340461476,1000,7546,109,1408,6029,10460,10170,248507,351280,175640,2521,32,0,0,1039,0,761,254,0,26861.8,0.0757937,32,32,0,6029,1408,73,36,2108,381,32,2318,329,5192,3134851,0,0
661,340461476,1000,7503,106,1417,5980,10488,10156,249077,330040,165020,2514,32,0,0,959,0,748,254,0,26291.8,0.0764682,32,32,0,5980,1417,66,40,2154,328,32,2312,316,5215,3152072,0,0
662,340461476,1000,7533,103,1412,6018,10518,10203,248863,340800,170400,2539,34,0,0,996,0,711,255,0,26505.8,0.0796623,34,34,0,6018,1412,62,41,2137,368,34,2285,283,5099,3094313,0,0
663,340461476,1000,7513,112,1417,5984,10431,10226,248819,342520,171260,2561,32,0,0,976,0,713,283,0,26549.8,0.0777751,32,32,0,5984,1417,66,46,2171,358,32,2355,296,5240,3339516,0,0
664,340461476,1000,7515,115,1414,5986,10358,10365,248538,342000,171000,2541,36,0,0,1003,0,719,282,0,26830.8,0.077513,36,36,0,5986,1414,65,50,2156,349,36,2362,316,5250,3180249,0,0
665,340461476,1000,7493,101,1446,5946,10319,10276,248607,331800,165900,2516,40,0,0,993,0,736,279,0,26761.8,0.0784525,40,40,0,5946,1446,54,47,2138,338,40,2409,270,5428,2918004,0,0
666,340461476,1000,7583,101,1456,6026,10315,10293,249026,345920,172960,2595,35,0,0,1044,0,665,289,0,26342.8,0.0806563,35,35,0,6026,1456,58,43,2164,396,35,2447,293,5539,2945536,0,0
667,340461476,1000,7651,115,1442,6094,10351,10271,248542,331640,165820,2561,27,0,0,1019,0,684,267,0,26826.8,0.0761527,27,27,0,6094,1442,67,48,2190,344,27,2435,314,5485,3263108,0,0
668,340461476,1000,7681,110,1459,6112,10342,10260,248770,344960,172480,2578,34,0,0,986,0,677,279,0,26598.8,0.0808912,34,34,0,6112,1459,64,46,2178,366,34,2448,358,5463,3315590,0,0
669,340461476,1000,7647,116,1413,6118,10369,10299,249205,350560,175280,2611,45,0,0,952,0,722,264,0,26163.8,0.0771068,45,45,0,6118,1413,65,51,2177,389,45,2376,339,5378,3288033,0,0
670,340461476,1000,7600,118,1414,6068,10427,10254,248800,344640,172320,2527,24,0,0,998,0,771,274,0,26568.8,0.0746342,24,24,0,6068,1414,63,55,2155,348,24,2313,377,5328,3268548,0,0
671,340461476,1000,7565,114,1404,6047,10424,10353,248898,341680,170840,2550,39,0,0,977,0,740,272,0,26470.8,0.0770913,39,39,0,6047,1404,57,57,2154,357,39,2293,370,5300,3084468,0,0
672,340461476,1000,7609,113,1410,6086,10361,10355,248759,351960,175980,2584,51,0,0,1003,0,706,253,0,26609.8,0.0774723,51,51,0,6086,1410,58,55,2180,353,51,2274,389,5336,2996117,0,0
673,340461476,1000,7628,114,1418,6096,10396,10343,248802,336560,168280,2527,23,0,0,1011,0,753,239,0,26566.8,0.0756045,23,23,0,6096,1418,54,60,2141,363,23,2256,398,5425,3153357,0,0
674,340461476,1000,7664,119,1414,6131,10451,10403,248743,345120,172560,2568,36,0,0,998,0,693,269,0,26625.8,0.0789361,36,36,0,6131,1414,61,58,2196,336,36,2259,398,5394,3253811,0,0
675,340461476,1000,7694,112,1448,6134,10452,10417,248328,350720,175360,2573,37,0,0,1008,0,743,235,0,27040.8,0.0771492,37,37,0,6134,1448,54,58,2182,354,37,2279,392,5506,2957087,0,0
676,340461476,1000,7790,109,1483,6198,10474,10313,248893,347880,173940,2585,37,0,0,1030,0,701,233,0,26475.8,0.0771007,37,37,0,6198,1483,56,53,2174,374,37,2316,345,5615,3033002,0,0
677,340461476,1000,7786,114,1464,6208,10437,10249,248866,346440,173220,2600,38,0,0,1005,0,753,256,0,26502.8,0.076106,38,38,0,6208,1464,65,49,2219,343,38,2302,346,5624,3294748,0,0
678,340461476,1000,7694,104,1442,6148,10496,10160,248622,356160,178080,2628,31,0,0,972,0,749,315,0,26746.8,0.0765003,31,31,0,6148,1442,62,42,2206,391,31,2289,317,5607,2994786,0,0
679,340461476,1000,7720,119,1419,6182,10451,10116,248724,358160,179080,2614,38,0,0,1023,0,715,282,0,26644.8,0.0750976,38,38,0,6182,1419,65,54,2193,383,38,2258,423,5588,3643258,0,0
680,340461476,1000,7712,130,1412,6170,10465,10166,249064,352800,176400,2637,39,0,0,948,0,715,241,0,26304.8,0.0743934,39,39,0,6170,1412,75,55,2251,347,39,2216,504,5506,3806429,0,0
681,340461476,1000,7692,126,1406,6160,10423,10321,248655,349880,174940,2529,46,0,0,973,0,727,266,0,26713.8,0.0745599,46,46,0,6160,1406,79,47,2128,355,46,2186,453,5471,3704543,0,0
682,340461476,1000,7750,128,1424,6198,10416,10294,249099,350480,175240,2557,37,0,0,991,0,687,246,0,26269.8,0.0763512,37,37,0,6198,1424,81,47,2134,386,37,2222,469,5533,4095934,0,0
683,340461476,1000,7714,119,1418,6177,10421,10313,248349,366560,183280,2659,41,0,0,972,0,749,259,0,27019.8,0.0749536,41,41,0,6177,1418,65,54,2259,359,41,2224,447,5571,3850021,0,0
684,340461476,1000,7686,131,1387,6168,10391,10291,248820,345480,172740,2548,40,0,0,950,0,718,260,0,26548.8,0.0737117,40,40,0,6168,1387,72,59,2138,370,40,2196,433,5442,4182394,0,0
685,340461476,1000,7673,139,1349,6185,10472,10101,248478,347720,173860,2533,38,0,0,996,0,723,286,0,26890.8,0.076846,38,38,0,6185,1349,80,59,2132,363,38,2156,441,5237,4624761,0,0
686,340461476,1000,7724,137,1342,6245,10512,10169,248237,373280,186640,2709,47,0,0,1009,0,698,260,0,27131.8,0.0773345,47,47,0,6245,1342,80,57,2312,350,47,2144,428,5232,4516650,0,0
687,340461476,1000,7697,131,1315,6251,10478,10269,248545,349720,174860,2605,39,0,0,975,0,718,284,0,26823.8,0.0726847,39,39,0,6251,1315,77,54,2218,348,39,2085,397,5088,4303124,0,0
688,340461476,1000,7636,139,1289,6208,10475,10286,248892,335960,167980,2491,47,0,0,949,0,751,259,0,26476.8,0.0767006,47,47,0,6208,1289,76,63,2124,320,47,2042,413,4959,4590132,0,0
689,340461476,1000,7590,137,1230,6223,10412,10258,248773,364720,182360,2637,41,0,0,973,0,754,265,0,26595.8,0.0788092,41,41,0,6223,1230,78,59,2244,352,41,1921,438,4663,4841056,0,0
690,340461476,1000,7671,132,1214,6325,10434,10167,248577,351640,175820,2577,47,0,0,1062,0,698,283,0,26791.8,0.072921,47,47,0,6325,1214,80,52,2196,334,47,1874,407,4614,4421538,0,0
691,340461476,1000,7624,132,1238,6254,10529,10187,248775,330400,165200,2543,51,0,0,973,0,742,278,0,26593.8,0.0761909,51,51,0,6254,1238,79,53,2188,304,51,1920,370,4680,4480086,0,0
692,340461476,1000,7628,127,1245,6256,10439,10060,249089,361520,180760,2618,43,0,0,989,0,721,264,0,26279.8,0.0804896,43,43,0,6256,1245,72,55,2265,310,43,1917,356,4702,4110908,0,0
693,340461476,1000,7617,124,1226,6267,10378,10185,248939,347960,173980,2564,30,0,0,978,0,723,266,0,26429.8,0.0726924,30,30,0,6267,1226,73,51,2204,330,30,1877,365,4551,3776103,0,0
694,340461476,1000,7679,124,1209,6346,10382,10218,248287,338520,169260,2529,47,0,0,1008,0,710,236,0,27081.8,0.0759563,47,47,0,6346,1209,79,45,2172,310,47,1838,363,4434,3836137,0,0
695,340461476,1000,7694,111,1209,6374,10383,10277,248918,352640,176320,2617,36,0,0,985,0,751,219,0,26450.8,0.0800004,36,36,0,6374,1209,77,34,2272,309,36,1844,356,4330,3568788,0,0
696,340461476,1000,7625,112,1201,6312,10342,10298,248669,349560,174780,2554,33,0,0,943,0,769,243,0,26699.8,0.0750078,33,33,0,6312,1201,78,34,2209,312,33,1826,346,4378,3207848,0,0
697,340461476,1000,7622,124,1214,6284,10393,10176,249112,340920,170460,2486,33,0,0,981,0,727,257,0,26256.8,0.076381,33,33,0,6284,1214,83,41,2157,296,33,1885,327,4447,3774721,0,0
698,340461476,1000,7601,122,1203,6276,10389,10176,248545,354520,177260,2591,39,0,0,997,0,755,263,0,26823.8,0.0770173,39,39,0,6276,1203,83,39,2243,309,39,1859,302,4416,3700567,0,0
699,340461476,1000,7641,121,1234,6286,10394,10128,248617,353040,176520,2605,40,0,0,1027,0,725,262,0,26751.8,0.0756622,40,40,0,6286,1234,83,38,2244,321,40,1946,311,4658,3738266,0,0
700,340461476,1000,7613,116,1240,6257,10331,10130,248657,333000,166500,2526,38,0,0,977,0,729,276,0,26711.8,0.0757754,38,38,0,6257,1240,76,40,2177,311,38,1956,291,4646,3560075,0,0
701,340461476,1000,7603,111,1262,6230,10319,10039,248931,349840,174920,2571,33,0,0,990,0,745,255,0,26437.8,0.0802155,33,33,0,6230,1262,73,38,2237,301,33,1989,318,4593,3558571,0,0
702,340461476,1000,7552,112,1258,6182,10354,10053,248659,346240,173120,2562,38,0,0,965,0,740,276,0,26709.8,0.075571,38,38,0,6182,1258,71,41,2193,331,38,1993,315,4562,3607725,0,0
703,340461476,1000,7523,127,1263,6133,10306,10134,249196,340680,170340,2500,32,0,0,1000,0,742,287,0,26172.8,0.0771423,32,32,0,6133,1263,80,47,2153,315,32,1991,329,4603,4072861,0,0
704,340461476,1000,7463,118,1286,6059,10286,10134,248532,344120,172060,2573,40,0,0,974,0,749,285,0,26836.8,0.076825,40,40,0,6059,1286,68,50,2218,315,40,2016,294,4719,3781481,0,0
705,340461476,1000,7467,115,1300,6052,10193,10018,248994,343440,171720,2541,46,0,0,954,0,682,268,0,26374.8,0.0779866,46,46,0,6052,1300,65,50,2176,319,46,2051,274,4748,3412741,0,0
706,340461476,1000,7580,117,1308,6155,10154,10160,248971,335160,167580,2500,36,0,0,1040,0,663,264,0,26397.8,0.0767958,36,36,0,6155,1308,72,45,2139,325,36,2076,294,4804,3638415,0,0
707,340461476,1000,7569,115,1329,6125,10187,10111,248652,341880,170940,2581,32,0,0,1014,0,743,282,0,26716.8,0.0787616,32,32,0,6125,1329,73,42,2215,334,32,2152,275,4903,3374512,0,0
708,340461476,1000,7530,114,1340,6076,10197,10073,248418,344960,172480,2575,40,0,0,968,0,740,267,0,26950.8,0.0781466,40,40,0,6076,1340,71,43,2202,333,40,2156,270,4973,3179874,0,0
709,340461476,1000,7536,112,1355,6069,10159,10293,248716,336800,168400,2497,31,0,0,966,0,702,258,0,26652.8,0.0781272,31,31,0,6069,1355,74,38,2151,315,31,2232,261,5035,3026958,0,0
710,340461476,1000,7493,110,1333,6050,10202,10266,248448,344080,172040,2529,34,0,0,987,0,760,270,0,26920.8,0.0791352,34,34,0,6050,1333,68,42,2139,356,34,2240,262,5047,2795786,0,0
711,340461476,1000,7470,103,1382,5985,10258,10271,248490,347960,173980,2563,42,0,0,949,0,710,262,0,26878.8,0.0782398,42,42,0,5985,1382,60,43,2178,343,42,2308,267,5139,2762803,0,0
712,340461476,1000,7482,103,1381,5998,10248,10304,248638,331600,165800,2454,32,0,0,949,0,693,244,0,26730.8,0.0772467,32,32,0,5998,1381,58,45,2080,342,32,2297,253,5077,2872656,0,0
713,340461476,1000,7539,98,1387,6054,10315,10183,248539,343640,171820,2552,31,0,0,1010,0,681,272,0,26829.8,0.0806114,31,31,0,6054,1387,56,42,2157,364,31,2341,274,5092,2869254,0,0
714,340461476,1000,7616,101,1459,6056,10316,10230,248858,350480,175240,2614,31,0,0,1023,0,696,250,0,26510.8,0.0780752,31,31,0,6056,1459,55,46,2217,366,31,2454,322,5318,2899302,0,0
715,340461476,1000,7625,105,1484,6036,10327,10201,248894,335600,167800,2540,31,0,0,1000,0,754,237,0,26474.8,0.0756413,31,31,0,6036,1484,56,49,2161,348,31,2511,338,5393,2969919,0,0
716,340461476,1000,7722,108,1494,6120,10329,10187,248749,336640,168320,2541,28,0,0,1018,0,690,231,0,26619.8,0.0788878,28,28,0,6120,1494,63,45,2166,347,28,2525,353,5427,3320890,0,0
717,340461476,1000,7700,104,1507,6089,10281,10282,248550,352440,176220,2622,32,0,0,997,0,731,288,0,26818.8,0.0790748,32,32,0,6089,1507,61,43,2187,403,32,2564,340,5394,3123389,0,0
718,340461476,1000,7715,99,1534,6082,10337,10288,248774,344960,172480,2549,38,0,0,979,0,712,252,0,26594.8,0.0760945,38,38,0,6082,1534,52,47,2126,385,38,2660,346,5621,3020258,0,0
719,340461476,1000,7738,97,1565,6076,10261,10476,248835,353440,176720,2613,21,0,0,983,0,715,245,0,26533.8,0.0770952,21,21,0,6076,1565,53,44,2223,369,21,2740,374,5756,2970017,0,0
720,340461476,1000,7720,102,1557,6061,10287,10393,248790,359720,179860,2643,36,0,0,1009,0,744,283,0,26578.8,0.0750729,36,36,0,6061,1557,57,45,2164,443,36,2766,362,5888,3127727,0,0
721,340461476,1000,7710,99,1578,6033,10292,10290,248702,340720,170360,2586,30,0,0,1009,0,768,251,0,26666.8,0.0738873,30,30,0,6033,1578,56,43,2179,377,30,2787,338,5963,3237204,0,0
722,340461476,1000,7674,92,1603,5979,10315,10342,248585,340200,170100,2578,32,0,0,984,0,762,258,0,26783.8,0.0782659,32,32,0,5979,1603,46,46,2174,372,32,2853,305,6084,3032710,0,0
723,340461476,1000,7725,99,1626,6000,10337,10242,248599,350040,175020,2599,33,0,0,1014,0,683,280,0,26769.8,0.0787294,33,33,0,6000,1626,54,45,2129,437,33,2872,340,6135,2950859,0,0
724,340461476,1000,7771,108,1605,6058,10343,10184,248954,353640,176820,2623,22,0,0,1012,0,719,247,0,26414.8,0.0764763,22,22,0,6058,1605,59,49,2203,398,22,2871,313,6155,3011868,0,0
725,340461476,1000,7680,113,1607,5960,10349,10251,248754,345880,172940,2585,33,0,0,916,0,731,276,0,26614.8,0.0746939,33,33,0,5960,1607,62,51,2161,391,33,2855,336,6109,3262996,0,0
726,340461476,1000,7708,107,1601,6000,10429,10117,248833,350800,175400,2563,38,0,0,1006,0,738,240,0,26535.8,0.0769479,38,38,0,6000,1601,52,55,2090,435,38,2864,324,6074,3127165,0,0
727,340461476,1000,7719,119,1591,6009,10431,10188,248625,355520,177760,2607,32,0,0,990,0,734,245,0,26743.8,0.0756435,32,32,0,6009,1591,64,55,2179,396,32,2841,376,6038,3787116,0,0
728,340461476,1000,7616,126,1552,5938,10390,10162,248769,346360,173180,2593,31,0,0,933,0,765,271,0,26599.8,0.0752243,31,31,0,5938,1552,66,60,2142,420,31,2791,373,5871,4046599,0,0
729,340461476,1000,7600,126,1514,5960,10435,10087,248724,344560,172280,2531,41,0,0,959,0,678,297,0,26644.8,0.076798,41,41,0,5960,1514,70,56,2093,397,41,2709,374,5724,3943454,0,0
